Source protein	Target protein	Source gene	Target gene	Supportability	Mean MR	Function
C4b-binding protein alpha chain	Hemopexin	C4BPA	HPX	3	5674.9475	hemopexin
Zinc-alpha-2-glycoprotein	Hemopexin	AZGP1	HPX	3	7642.4825	hemopexin
Apolipoprotein M	Hemopexin	APOM	HPX	3	4316.675	hemopexin
Beta-2-glycoprotein 1	Hemopexin	APOH	HPX	3	2824.4825	hemopexin
Apolipoprotein F	Hemopexin	APOF	HPX	3	4304.53	hemopexin
Apolipoprotein C-IV	Hemopexin	APOC4	HPX	3	5065.97	hemopexin
Apolipoprotein C-III	Hemopexin	APOC3	HPX	3	2378.93	hemopexin
Apolipoprotein C-II	Hemopexin	APOC2	HPX	3	4221.33	hemopexin
Apolipoprotein B-100	Hemopexin	APOB	HPX	3	5202.914999999999	hemopexin
Apolipoprotein A-IV	Hemopexin	APOA4	HPX	3	5539.137500000001	hemopexin
Apolipoprotein A-II	Hemopexin	APOA2	HPX	3	3881.8325	hemopexin
Apolipoprotein A-I	Hemopexin	APOA1	HPX	3	4289.12	hemopexin
Serum amyloid P-component	Hemopexin	APCS	HPX	3	3979.4725	hemopexin
Angiogenin	Hemopexin	ANG	HPX	3	6618.032499999999	hemopexin
Protein AMBP	Hemopexin	AMBP	HPX	3	3109.5775	hemopexin
Serum albumin	Hemopexin	ALB	HPX	3	2420.6475	hemopexin
Alpha-2-HS-glycoprotein	Hemopexin	AHSG	HPX	3	3096.1900000000005	hemopexin
Angiotensinogen	Hemopexin	AGT	HPX	3	5987.1825	hemopexin
Afamin	Hemopexin	AFM	HPX	3	3840.14	hemopexin
Alpha-1B-glycoprotein_VAR_018369	Hemopexin	A1BG	HPX	3	4535.995	hemopexin
Vitronectin	Mannan-binding lectin serine protease 2A	VTN	MASP2	3	2724.645	mannan binding lectin serine peptidase 2
Transthyretin	Mannan-binding lectin serine protease 2A	TTR	MASP2	3	4157.44	mannan binding lectin serine peptidase 2
Sex hormone-binding globulin	Mannan-binding lectin serine protease 2A	SHBG	MASP2	3	2529.4025	mannan binding lectin serine peptidase 2
Heparin cofactor 2	Mannan-binding lectin serine protease 2A	SERPIND1	MASP2	3	3577.4475	mannan binding lectin serine peptidase 2
Antithrombin-III	Mannan-binding lectin serine protease 2A	SERPINC1	MASP2	3	1460.3000000000002	mannan binding lectin serine peptidase 2
Thyroxine-binding globulin	Mannan-binding lectin serine protease 2A	SERPINA7	MASP2	3	2372.105	mannan binding lectin serine peptidase 2
Corticosteroid-binding globulin	Mannan-binding lectin serine protease 2A	SERPINA6	MASP2	3	3248.425	mannan binding lectin serine peptidase 2
Kallistatin	Mannan-binding lectin serine protease 2A	SERPINA4	MASP2	3	3520.0400000000004	mannan binding lectin serine peptidase 2
Protein Z-dependent protease inhibitor	Mannan-binding lectin serine protease 2A	SERPINA10	MASP2	3	2828.2675	mannan binding lectin serine peptidase 2
Serum amyloid A-4 protein	Mannan-binding lectin serine protease 2A	SAA4	MASP2	3	3803.775	mannan binding lectin serine peptidase 2
Serum amyloid A-1	Mannan-binding lectin serine protease 2A	SAA1	MASP2	3	7766.860000000001	mannan binding lectin serine peptidase 2
Retinol-binding protein 4	Mannan-binding lectin serine protease 2A	RBP4	MASP2	3	7090.54	mannan binding lectin serine peptidase 2
Pregnancy zone protein	Mannan-binding lectin serine protease 2A	PZP	MASP2	3	6472.7075	mannan binding lectin serine peptidase 2
Myeloblastin	Mannan-binding lectin serine protease 2A	PRTN3	MASP2	3	8205.67	mannan binding lectin serine peptidase 2
Vitamin K-dependent protein Z	Mannan-binding lectin serine protease 2A	PROZ	MASP2	3	1153.1225	mannan binding lectin serine peptidase 2
Vitamin K-dependent protein C	Mannan-binding lectin serine protease 2A	PROC	MASP2	3	5362.4275	mannan binding lectin serine peptidase 2
Proteoglycan 4	Mannan-binding lectin serine protease 2A	PRG4	MASP2	3	6229.4800000000005	mannan binding lectin serine peptidase 2
Serum paraoxonase/lactonase 3	Mannan-binding lectin serine protease 2A	PON3	MASP2	3	7733.615	mannan binding lectin serine peptidase 2
Serum paraoxonase/arylesterase 1	Mannan-binding lectin serine protease 2A	PON1	MASP2	3	3875.5325	mannan binding lectin serine peptidase 2
Plasminogen	Mannan-binding lectin serine protease 2A	PLG	MASP2	3	1373.3125	mannan binding lectin serine peptidase 2
N-acetylmuramoyl-L-alanine amidase	Mannan-binding lectin serine protease 2A	PGLYRP2	MASP2	3	3597.4225	mannan binding lectin serine peptidase 2
Alpha-1-acid glycoprotein 1	Mannan-binding lectin serine protease 2A	ORM1	MASP2	3	5718.3150000000005	mannan binding lectin serine peptidase 2
Hepatocyte growth factor-like protein	Mannan-binding lectin serine protease 2A	MST1	MASP2	3	5867.987500000001	mannan binding lectin serine peptidase 2
Mannose-binding protein C	Mannan-binding lectin serine protease 2A	MBL2	MASP2	3	2783.73	mannan binding lectin serine peptidase 2
Mannan-binding lectin serine protease 1	Mannan-binding lectin serine protease 2A	MASP1	MASP2	3	6109.935	mannan binding lectin serine peptidase 2
Phosphatidylcholine-sterol acyltransferase	Mannan-binding lectin serine protease 2A	LCAT	MASP2	3	6355.515000000001	mannan binding lectin serine peptidase 2
Lipopolysaccharide-binding protein	Mannan-binding lectin serine protease 2A	LBP	MASP2	3	5115.775	mannan binding lectin serine peptidase 2
Kininogen-1	Mannan-binding lectin serine protease 2A	KNG1	MASP2	3	2566.1175	mannan binding lectin serine peptidase 2
Inter-alpha-trypsin inhibitor heavy chain H4	Mannan-binding lectin serine protease 2A	ITIH4	MASP2	3	5648.337500000001	mannan binding lectin serine peptidase 2
Inter-alpha-trypsin inhibitor heavy chain H2	Mannan-binding lectin serine protease 2A	ITIH2	MASP2	3	4283.125	mannan binding lectin serine peptidase 2
Inter-alpha-trypsin inhibitor heavy chain H1	Mannan-binding lectin serine protease 2A	ITIH1	MASP2	3	1875.53	mannan binding lectin serine peptidase 2
Ig gamma-1 chain C region	Mannan-binding lectin serine protease 2A	IGHG1	MASP2	3	3839.645	mannan binding lectin serine peptidase 2
Insulin-like growth factor-binding protein 1	Mannan-binding lectin serine protease 2A	IGFBP1	MASP2	3	5204.9525	mannan binding lectin serine peptidase 2
Insulin-like growth factor-binding protein complex acid labile subunit	Mannan-binding lectin serine protease 2A	IGFALS	MASP2	3	3640.22	mannan binding lectin serine peptidase 2
Histidine-rich glycoprotein	Mannan-binding lectin serine protease 2A	HRG	MASP2	3	2721.14	mannan binding lectin serine peptidase 2
Hemopexin	Mannan-binding lectin serine protease 2A	HPX	MASP2	3	1511.23	mannan binding lectin serine peptidase 2
Haptoglobin	Mannan-binding lectin serine protease 2A	HP	MASP2	3	7520.99	mannan binding lectin serine peptidase 2
Hyaluronan-binding protein 2	Mannan-binding lectin serine protease 2A	HABP2	MASP2	3	6454.0325	mannan binding lectin serine peptidase 2
Phosphatidylinositol-glycan-specific phospholipase D	Mannan-binding lectin serine protease 2A	GPLD1	MASP2	3	7580.610000000001	mannan binding lectin serine peptidase 2
Glial fibrillary acidic protein	Mannan-binding lectin serine protease 2A	GFAP	MASP2	3	7121.43	mannan binding lectin serine peptidase 2
Vitamin D-binding protein	Mannan-binding lectin serine protease 2A	GC	MASP2	3	3613.4825	mannan binding lectin serine peptidase 2
Fibrinogen gamma chain	Mannan-binding lectin serine protease 2A	FGG	MASP2	3	5905.297500000001	mannan binding lectin serine peptidase 2
Fibrinogen beta chain	Mannan-binding lectin serine protease 2A	FGB	MASP2	3	5402.415	mannan binding lectin serine peptidase 2
Fibrinogen alpha chain	Mannan-binding lectin serine protease 2A	FGA	MASP2	3	4156.952499999999	mannan binding lectin serine peptidase 2
Fetuin-B	Mannan-binding lectin serine protease 2A	FETUB	MASP2	3	4562.360000000001	mannan binding lectin serine peptidase 2
Ficolin-3	Mannan-binding lectin serine protease 2A	FCN3	MASP2	3	6476.685	mannan binding lectin serine peptidase 2
Ficolin-2	Mannan-binding lectin serine protease 2A	FCN2	MASP2	3	5882.6775	mannan binding lectin serine peptidase 2
Coagulation factor VII	Mannan-binding lectin serine protease 2A	F7	MASP2	3	5425.085	mannan binding lectin serine peptidase 2
Coagulation factor IX	Mannan-binding lectin serine protease 2A	F9	MASP2	3	2545.2725	mannan binding lectin serine peptidase 2
Prothrombin	Mannan-binding lectin serine protease 2A	F2	MASP2	3	866.5575000000001	mannan binding lectin serine peptidase 2
Coagulation factor XII	Mannan-binding lectin serine protease 2A	F12	MASP2	3	5578.702499999999	mannan binding lectin serine peptidase 2
Coagulation factor X	Mannan-binding lectin serine protease 2A	F11	MASP2	3	2358.2225	mannan binding lectin serine peptidase 2
Coagulation factor XI	Mannan-binding lectin serine protease 2A	F11	MASP2	3	2358.2225	mannan binding lectin serine peptidase 2
Coagulation factor X	Mannan-binding lectin serine protease 2A	F11	MASP2	3	2358.2225	mannan binding lectin serine peptidase 2
Coagulation factor XI	Mannan-binding lectin serine protease 2A	F11	MASP2	3	2358.2225	mannan binding lectin serine peptidase 2
C-reactive protein	Mannan-binding lectin serine protease 2A	CRP	MASP2	3	2869.895	mannan binding lectin serine peptidase 2
Carboxypeptidase N subunit 2	Mannan-binding lectin serine protease 2A	CPN2	MASP2	3	2809.4525000000003	mannan binding lectin serine peptidase 2
Carboxypeptidase N catalytic chain	Mannan-binding lectin serine protease 2A	CPN1	MASP2	3	1453.31	mannan binding lectin serine peptidase 2
Carboxypeptidase B2	Mannan-binding lectin serine protease 2A	CPB2	MASP2	3	4053.51	mannan binding lectin serine peptidase 2
Coagulation factor XIII B chain	Mannan-binding lectin serine protease 2A	F13B	MASP2	3	2864.2975	mannan binding lectin serine peptidase 2
Beta-Ala-His dipeptidase	Mannan-binding lectin serine protease 2A	CNDP1	MASP2	3	5907.8475	mannan binding lectin serine peptidase 2
Complement component C9	Mannan-binding lectin serine protease 2A	C9	MASP2	3	3499.2975	mannan binding lectin serine peptidase 2
Ceruloplasmin	Mannan-binding lectin serine protease 2A	CP	MASP2	3	8773.2475	mannan binding lectin serine peptidase 2
CD5 antigen-like	Mannan-binding lectin serine protease 2A	CD5L	MASP2	3	6543.572499999999	mannan binding lectin serine peptidase 2
Calcitonin	Mannan-binding lectin serine protease 2A	CALCA	MASP2	3	6417.532500000001	mannan binding lectin serine peptidase 2
Complement component C8 beta chain	Mannan-binding lectin serine protease 2A	C8B	MASP2	3	2080.9875	mannan binding lectin serine peptidase 2
Complement component C8 alpha chain	Mannan-binding lectin serine protease 2A	C8A	MASP2	3	1406.9925	mannan binding lectin serine peptidase 2
Complement component C6	Mannan-binding lectin serine protease 2A	C6	MASP2	3	6722.780000000001	mannan binding lectin serine peptidase 2
C4b-binding protein alpha chain	Mannan-binding lectin serine protease 2A	C4BPA	MASP2	3	6733.715	mannan binding lectin serine peptidase 2
Complement C2	Mannan-binding lectin serine protease 2A	C2	MASP2	3	6911.95	mannan binding lectin serine peptidase 2
Cholesteryl ester transfer protein	Mannan-binding lectin serine protease 2A	CETP	MASP2	3	7211.797500000001	mannan binding lectin serine peptidase 2
Apolipoprotein M	Mannan-binding lectin serine protease 2A	APOM	MASP2	3	4886.8675	mannan binding lectin serine peptidase 2
Beta-2-glycoprotein 1	Mannan-binding lectin serine protease 2A	APOH	MASP2	3	3249.5625	mannan binding lectin serine peptidase 2
Apolipoprotein F	Mannan-binding lectin serine protease 2A	APOF	MASP2	3	3035.1375	mannan binding lectin serine peptidase 2
Apolipoprotein C-IV	Mannan-binding lectin serine protease 2A	APOC4	MASP2	3	2685.2466666666664	mannan binding lectin serine peptidase 2
Apolipoprotein C-III	Mannan-binding lectin serine protease 2A	APOC3	MASP2	3	1686.3575	mannan binding lectin serine peptidase 2
Apolipoprotein C-II	Mannan-binding lectin serine protease 2A	APOC2	MASP2	3	3229.21	mannan binding lectin serine peptidase 2
Apolipoprotein B-100	Mannan-binding lectin serine protease 2A	APOB	MASP2	3	4535.42	mannan binding lectin serine peptidase 2
Apolipoprotein A-IV	Mannan-binding lectin serine protease 2A	APOA4	MASP2	3	2991.3225	mannan binding lectin serine peptidase 2
Apolipoprotein A-II	Mannan-binding lectin serine protease 2A	APOA2	MASP2	3	3392.905	mannan binding lectin serine peptidase 2
Apolipoprotein A-I	Mannan-binding lectin serine protease 2A	APOA1	MASP2	3	3731.765	mannan binding lectin serine peptidase 2
Serum amyloid P-component	Mannan-binding lectin serine protease 2A	APCS	MASP2	3	2880.5550000000003	mannan binding lectin serine peptidase 2
Angiopoietin-related protein 3	Mannan-binding lectin serine protease 2A	ANGPTL3	MASP2	3	3873.8	mannan binding lectin serine peptidase 2
Protein AMBP	Mannan-binding lectin serine protease 2A	AMBP	MASP2	3	2410.9375	mannan binding lectin serine peptidase 2
Serum albumin	Mannan-binding lectin serine protease 2A	ALB	MASP2	3	6517.16	mannan binding lectin serine peptidase 2
Alpha-2-HS-glycoprotein	Mannan-binding lectin serine protease 2A	AHSG	MASP2	3	1617.76	mannan binding lectin serine peptidase 2
Afamin	Mannan-binding lectin serine protease 2A	AFM	MASP2	3	2539.83	mannan binding lectin serine peptidase 2
A disintegrin and metalloproteinase with thrombospondin motifs 2	Mannan-binding lectin serine protease 2A	ADAMTS2	MASP2	3	9141.8925	mannan binding lectin serine peptidase 2
Alpha-1B-glycoprotein_VAR_018369	Mannan-binding lectin serine protease 2A	A1BG	MASP2	3	3845.7225	mannan binding lectin serine peptidase 2
Vitronectin	Carboxypeptidase N catalytic chain	VTN	CPN1	3	2597.6325	carboxypeptidase N subunit 1
Vascular non-inflammatory molecule 3	Carboxypeptidase N catalytic chain	VNN3	CPN1	3	8045.9225	carboxypeptidase N subunit 1
Transthyretin	Carboxypeptidase N catalytic chain	TTR	CPN1	3	911.67	carboxypeptidase N subunit 1
Sex hormone-binding globulin	Carboxypeptidase N catalytic chain	SHBG	CPN1	3	3039.1000000000004	carboxypeptidase N subunit 1
Heparin cofactor 2	Carboxypeptidase N catalytic chain	SERPIND1	CPN1	3	4910.1	carboxypeptidase N subunit 1
Antithrombin-III	Carboxypeptidase N catalytic chain	SERPINC1	CPN1	3	1385.4675000000002	carboxypeptidase N subunit 1
Thyroxine-binding globulin	Carboxypeptidase N catalytic chain	SERPINA7	CPN1	3	583.9525	carboxypeptidase N subunit 1
Corticosteroid-binding globulin	Carboxypeptidase N catalytic chain	SERPINA6	CPN1	3	1233.68	carboxypeptidase N subunit 1
Plasma serine protease inhibitor	Carboxypeptidase N catalytic chain	SERPINA5	CPN1	3	4581.605	carboxypeptidase N subunit 1
Kallistatin	Carboxypeptidase N catalytic chain	SERPINA4	CPN1	3	1192.76	carboxypeptidase N subunit 1
Alpha-1-antichymotrypsin	Carboxypeptidase N catalytic chain	SERPINA3	CPN1	3	6894.645	carboxypeptidase N subunit 1
Protein Z-dependent protease inhibitor	Carboxypeptidase N catalytic chain	SERPINA10	CPN1	3	2144.1725	carboxypeptidase N subunit 1
Alpha-1-antitrypsin	Carboxypeptidase N catalytic chain	SERPINA1	CPN1	3	6889.852500000001	carboxypeptidase N subunit 1
Serum amyloid A-4 protein	Carboxypeptidase N catalytic chain	SAA4	CPN1	3	4364.3125	carboxypeptidase N subunit 1
Retinol-binding protein 4	Carboxypeptidase N catalytic chain	RBP4	CPN1	3	5293.0675	carboxypeptidase N subunit 1
Pregnancy zone protein	Carboxypeptidase N catalytic chain	PZP	CPN1	3	6634.9575	carboxypeptidase N subunit 1
Vitamin K-dependent protein Z	Carboxypeptidase N catalytic chain	PROZ	CPN1	3	2700.29	carboxypeptidase N subunit 1
Vitamin K-dependent protein C	Carboxypeptidase N catalytic chain	PROC	CPN1	3	5902.915	carboxypeptidase N subunit 1
Serum paraoxonase/lactonase 3	Carboxypeptidase N catalytic chain	PON3	CPN1	3	5313.93	carboxypeptidase N subunit 1
Serum paraoxonase/arylesterase 1	Carboxypeptidase N catalytic chain	PON1	CPN1	3	2348.5575	carboxypeptidase N subunit 1
Plasminogen	Carboxypeptidase N catalytic chain	PLG	CPN1	3	846.2275	carboxypeptidase N subunit 1
N-acetylmuramoyl-L-alanine amidase	Carboxypeptidase N catalytic chain	PGLYRP2	CPN1	3	4263.075000000001	carboxypeptidase N subunit 1
Alpha-1-acid glycoprotein 1	Carboxypeptidase N catalytic chain	ORM1	CPN1	3	4836.945	carboxypeptidase N subunit 1
Hepatocyte growth factor-like protein	Carboxypeptidase N catalytic chain	MST1	CPN1	3	6520.7125	carboxypeptidase N subunit 1
Mannose-binding protein C	Carboxypeptidase N catalytic chain	MBL2	CPN1	3	1136.2325	carboxypeptidase N subunit 1
Mannan-binding lectin serine protease 2A	Carboxypeptidase N catalytic chain	MASP2	CPN1	3	1453.31	carboxypeptidase N subunit 1
Mannan-binding lectin serine protease 1	Carboxypeptidase N catalytic chain	MASP1	CPN1	3	5784.13	carboxypeptidase N subunit 1
Lipopolysaccharide-binding protein	Carboxypeptidase N catalytic chain	LBP	CPN1	3	3326.1799999999994	carboxypeptidase N subunit 1
Keratin type I cytoskeletal 9	Carboxypeptidase N catalytic chain	KRT9	CPN1	3	6257.432499999999	carboxypeptidase N subunit 1
Kininogen-1	Carboxypeptidase N catalytic chain	KNG1	CPN1	3	1091.4325	carboxypeptidase N subunit 1
Inter-alpha-trypsin inhibitor heavy chain H2	Carboxypeptidase N catalytic chain	ITIH2	CPN1	3	3049.715	carboxypeptidase N subunit 1
Inter-alpha-trypsin inhibitor heavy chain H1	Carboxypeptidase N catalytic chain	ITIH1	CPN1	3	3344.7675	carboxypeptidase N subunit 1
Ig gamma-1 chain C region	Carboxypeptidase N catalytic chain	IGHG1	CPN1	3	6958.094999999999	carboxypeptidase N subunit 1
Insulin-like growth factor-binding protein 1	Carboxypeptidase N catalytic chain	IGFBP1	CPN1	3	3249.0475	carboxypeptidase N subunit 1
Histidine-rich glycoprotein	Carboxypeptidase N catalytic chain	HRG	CPN1	3	2323.8925	carboxypeptidase N subunit 1
Hemopexin	Carboxypeptidase N catalytic chain	HPX	CPN1	3	2734.3425	carboxypeptidase N subunit 1
Haptoglobin	Carboxypeptidase N catalytic chain	HP	CPN1	3	6804.6275000000005	carboxypeptidase N subunit 1
Hyaluronan-binding protein 2	Carboxypeptidase N catalytic chain	HABP2	CPN1	3	2392.7125	carboxypeptidase N subunit 1
